League ID,Season,VAR,Rank,Matches Played,Wins,Draws,Losses,Goals For,Goals Against,Goal Difference,Points,Points per Match,PPM Share,Points Share,MUD Share,Gini,HHI,Entropy,HICB,R Entropy,HRCB,Entropy Ratio,Gini Ratio,PPM HRCB,PPM Entropy Ratio,PPM Gini Ratio
E1,1617,0.0,12.5,46.0,17.583333333333332,10.833333333333334,17.583333333333332,60.041666666666664,60.041666666666664,0.0,63.583333333333336,1.382246376811594,0.04166666666666662,0.04166666666666662,0.04166666666666665,0.1408366098733071,0.0443857367877712,4.535595222236663,106.52576829065102,0.989232784678887,0.18011120482196788,0.1585461953641364,0.4056094364351246,0.1801112048219665,0.1585461953641364,0.4056094364351248
E1,1718,0.0,12.5,46.0,16.833333333333332,12.333333333333334,16.833333333333332,58.708333333333336,58.708333333333336,0.0,62.833333333333336,1.365942028985507,0.04166666666666661,0.04166666666666661,0.04166666666666665,0.1517462422634836,0.0446275918355859,4.533914002081708,107.10622040540636,0.9888661033473188,0.19613168318921512,0.16394554220521,0.4370291777188331,0.19613168318921512,0.1639455422052071,0.4370291777188329
E1,1819,0.0,12.5,46.0,16.25,13.5,16.25,61.375,61.375,0.0,62.25,1.3532608695652175,0.04166666666666663,0.04166666666666662,0.04166666666666665,0.1463632307005801,0.0444643365967215,4.534562898350865,106.71440783213176,0.9890076304086751,0.1853176561668363,0.1618615700313494,0.4215261044176708,0.18531765616683718,0.1618615700313465,0.4215261044176708
E1,1920,0.0,12.5,46.0,16.791666666666668,12.416666666666666,16.791666666666668,60.708333333333336,60.708333333333336,0.0,62.791666666666664,1.3650362318840579,0.0416666666666666,0.041666666666666664,0.04166666666666665,0.1099037823490378,0.0432826416338881,4.557819290154853,103.87833992133149,0.9940799492772224,0.1070421818287496,0.08717216944836588,0.3165228931652291,0.1070421818287486,0.0871721694483716,0.3165228931652292
E1,2021,0.0,12.5,46.0,17.208333333333332,11.583333333333334,17.208333333333332,53.083333333333336,53.083333333333336,0.0,63.208333333333336,1.3740942028985508,0.04166666666666662,0.04166666666666662,0.04166666666666665,0.1345583388266315,0.0440479227076651,4.544760318305876,105.71501449839634,0.991231731468042,0.1577344001557393,0.1291118988720378,0.3875280158206988,0.1577344001557388,0.1291118988720378,0.3875280158206988
E1,2122,0.0,12.5,46.0,17.208333333333332,11.583333333333334,17.208333333333332,57.708333333333336,57.708333333333336,0.0,63.208333333333336,1.3740942028985508,0.04166666666666662,0.04166666666666662,0.04166666666666665,0.129614370468029,0.0438836669362257,4.54476626374747,105.32080064694178,0.9912330281943716,0.1468540978555929,0.1290928047033202,0.3732893869479235,0.1468540978555948,0.1290928047033173,0.3732893869479235
E1,2223,0.0,12.5,46.0,16.791666666666668,12.416666666666666,16.791666666666668,55.916666666666664,55.916666666666664,0.0,62.791666666666664,1.3650362318840579,0.041666666666666664,0.041666666666666664,0.04166666666666665,0.11869608493696078,0.0436718890697646,4.551915441830693,104.8125337674352,0.9927922946184914,0.1328259319812115,0.1061327586997372,0.3418447246184473,0.1328259319812151,0.1061327586997343,0.34184472461844734
E2,1314,0.0,12.5,46.0,17.083333333333332,11.833333333333334,17.083333333333332,61.375,61.375,0.0,63.083333333333336,1.3713768115942029,0.04166666666666662,0.04166666666666661,0.04166666666666665,0.1401915455746367,0.0444551862057171,4.539139092276396,106.69244689372113,0.9900057179447918,0.18471153426670286,0.1471648284159636,0.4037516512549539,0.18471153426670286,0.1471648284159636,0.4037516512549539
E2,1415,0.0,12.5,46.0,16.958333333333332,12.083333333333334,16.958333333333332,61.0,61.0,0.0,62.958333333333336,1.3686594202898552,0.04166666666666664,0.04166666666666662,0.04166666666666665,0.1174994484888594,0.0437134080935701,4.551386919277956,104.91217942456838,0.9926770215813284,0.1355761521180875,0.1078301429281779,0.33839841164791534,0.1355761521180885,0.1078301429281779,0.3383984116479153
E2,1516,0.0,12.5,46.0,17.25,11.5,17.25,60.708333333333336,60.708333333333336,0.0,63.25,1.375,0.04166666666666661,0.04166666666666662,0.04166666666666665,0.1299956082564778,0.0438184908025086,4.546611294338925,105.1643779260208,0.9916354372852124,0.1425368307581741,0.1231673700918595,0.3743873517786562,0.1425368307581741,0.1231673700918595,0.3743873517786563
E2,1617,0.0,12.5,46.0,16.583333333333332,12.833333333333334,16.583333333333332,59.041666666666664,59.041666666666664,0.0,62.583333333333336,1.3605072463768115,0.04166666666666663,0.04166666666666661,0.04166666666666665,0.1386484687083888,0.0441931840546382,4.541802850574012,106.06364173113168,0.990586695062314,0.1673565117792344,0.1386099970292323,0.39930758988015985,0.1673565117792367,0.1386099970292266,0.3993075898801599
E2,1718,0.0,12.5,46.0,16.791666666666668,12.416666666666666,16.791666666666668,58.375,58.375,0.0,62.791666666666664,1.3650362318840579,0.04166666666666661,0.041666666666666664,0.04166666666666665,0.1301426675514266,0.0440514493522596,4.545198055835115,105.72347844542325,0.9913272039019324,0.1579680050936812,0.1277060765954304,0.37481088254810874,0.1579680050936803,0.1277060765954304,0.3748108825481089
E2,1819,0.0,12.5,46.0,16.875,12.25,16.875,60.916666666666664,60.916666666666664,0.0,62.875,1.3668478260869563,0.04166666666666662,0.04166666666666662,0.04166666666666665,0.1343881157499447,0.0441806857112241,4.543254205113503,106.03364570693797,0.9909032417165696,0.1665286215114875,0.1339488784214259,0.3870377733598412,0.166528621511488,0.1339488784214259,0.3870377733598412
E2,1920,0.0,12.0,34.78260869565217,12.565217391304348,9.652173913043478,12.565217391304348,45.391304347826086,45.391304347826086,0.0,47.34782608695652,1.3604737547192791,0.04347826086956518,0.04347826086956516,0.04347826086956517,0.1487603305785124,0.04650141113952779,4.469679093723205,106.95324562091405,0.9880883996157808,0.19257181334613027,0.1725776869299526,0.4294405594405593,0.1905679380049937,0.1701209389642055,0.4274684076447596
E2,2021,0.0,12.5,46.0,17.5,11.0,17.5,60.291666666666664,60.291666666666664,0.0,63.5,1.3804347826086956,0.04166666666666662,0.04166666666666663,0.04166666666666665,0.1237970253718285,0.0436179483470078,4.550529763026264,104.68307603281876,0.9924900721239321,0.1292528985057973,0.1105829554532008,0.3565354330708661,0.1292528985057973,0.1105829554532008,0.3565354330708661
E2,2122,0.0,12.5,46.0,16.916666666666668,12.166666666666666,16.916666666666668,62.041666666666664,62.041666666666664,0.0,62.916666666666664,1.367753623188406,0.04166666666666662,0.04166666666666661,0.04166666666666665,0.1737858719646799,0.04549011008289109,4.5164109446158,109.17626419893868,0.985048611391135,0.2532648918907077,0.22015773890005277,0.5005033112582782,0.2532648918907081,0.22015773890005277,0.5005033112582784
E2,2223,0.0,12.5,46.0,17.166666666666668,11.666666666666666,17.166666666666668,58.916666666666664,58.916666666666664,0.0,63.166666666666664,1.3731884057971016,0.04166666666666661,0.041666666666666616,0.04166666666666665,0.1660070360598065,0.0453500393341733,4.521773510237815,108.84009440201612,0.9862182099693504,0.24398660549564463,0.20293551391902556,0.47810026385224286,0.24398660549564463,0.20293551391902556,0.4781002638522429
E3,1314,0.0,12.5,46.0,15.791666666666666,14.416666666666666,15.791666666666666,53.791666666666664,53.791666666666664,0.0,61.791666666666664,1.3432971014492754,0.04166666666666664,0.04166666666666661,0.04166666666666665,0.0937008316475612,0.0428897702848511,4.5644120980758425,102.93544868364272,0.9955178689810262,0.0810183836685394,0.0659989420652178,0.2698583951449764,0.0810183836685412,0.065998942065215,0.2698583951449764
E3,1415,0.0,12.5,46.0,17.208333333333332,11.583333333333334,17.208333333333332,54.875,54.875,0.0,63.208333333333336,1.3740942028985508,0.04166666666666662,0.04166666666666662,0.04166666666666665,0.1330202153372885,0.043993170783852,4.54525024799564,105.58360988124484,0.9913385872361508,0.1541076327223567,0.1275384581093988,0.3830982201713908,0.1541076327223562,0.1275384581094017,0.383098220171391
E3,1516,0.0,12.5,46.0,17.125,11.75,17.125,61.333333333333336,61.333333333333336,0.0,63.125,1.372282608695652,0.041666666666666616,0.041666666666666616,0.04166666666666665,0.1528327832783278,0.0446906076746288,4.531678879186842,107.25745841910926,0.9883786134508332,0.2003058523674153,0.1711237833809622,0.4401584158415841,0.2003058523674157,0.1711237833809622,0.4401584158415841
E3,1617,0.0,12.5,46.0,17.041666666666668,11.916666666666666,17.041666666666668,61.041666666666664,61.041666666666664,0.0,63.041666666666664,1.3704710144927537,0.04166666666666661,0.04166666666666661,0.04166666666666665,0.1170136593963428,0.0434642440116915,4.55351468940517,104.3141856280598,0.9931410973784324,0.1190715233344502,0.10099667208199288,0.33699933906146723,0.1190715233344502,0.10099667208199288,0.33699933906146723
E3,1718,0.0,12.5,46.0,17.041666666666668,11.916666666666666,17.041666666666668,60.75,60.75,0.0,63.041666666666664,1.3704710144927537,0.04166666666666661,0.04166666666666662,0.04166666666666665,0.1334820445031945,0.043947388768588,4.545638616742919,105.4737330446114,0.9914232921268056,0.1510750320312744,0.1262911868566649,0.38442828816920044,0.1510750320312726,0.1262911868566677,0.3844282881692003
E3,1819,0.0,12.5,46.0,16.833333333333332,12.333333333333334,16.833333333333332,58.708333333333336,58.708333333333336,0.0,62.833333333333336,1.365942028985507,0.0416666666666666,0.0416666666666666,0.04166666666666665,0.11311892130857641,0.0433039703368067,4.555714247196174,103.92952880833609,0.9936208303731204,0.10845499511007568,0.0939326505285926,0.3257824933687003,0.1084549951100771,0.0939326505285955,0.3257824933687003
E3,1920,0.0,12.5,36.666666666666664,12.791666666666666,11.083333333333334,12.791666666666666,46.166666666666664,46.166666666666664,0.0,49.458333333333336,1.3485047547547548,0.041666666666666616,0.04166666666666665,0.0416666666666666,0.1371454647570907,0.0441322697660487,4.540804260607804,105.91744743851712,0.9903688983047504,0.1633599708846541,0.1417310318271985,0.3951475847725234,0.1626064244949066,0.1407184928797928,0.3945073741712734
E3,2021,0.0,12.5,46.0,16.708333333333332,12.583333333333334,16.708333333333332,54.291666666666664,54.291666666666664,0.0,62.708333333333336,1.3632246376811594,0.041666666666666616,0.041666666666666616,0.04166666666666665,0.10368217054263558,0.0430339620975485,4.561143392150245,103.2815090341166,0.994804950189415,0.0905696493416186,0.0764966017332599,0.2986046511627907,0.0905696493416177,0.0764966017332599,0.2986046511627908
E3,2122,0.0,12.5,46.0,16.666666666666668,12.666666666666666,16.666666666666668,56.625,56.625,0.0,62.666666666666664,1.3623188405797102,0.04166666666666662,0.04166666666666662,0.04166666666666665,0.1371897163120567,0.0441703330126754,4.538789437269106,106.00879923042102,0.9899294566869875,0.16584285875962,0.1482877679985716,0.3951063829787233,0.165842858759621,0.1482877679985716,0.3951063829787232
E3,2223,0.0,12.5,46.0,16.333333333333332,13.333333333333334,16.333333333333332,53.916666666666664,53.916666666666664,0.0,62.333333333333336,1.355072463768116,0.04166666666666661,0.04166666666666661,0.04166666666666665,0.1260583778966132,0.0437700177299894,4.548902140265673,105.04804255197466,0.9921350806141138,0.1393259744345005,0.1158101708092343,0.36304812834224603,0.1393259744345,0.11581017080923721,0.3630481283422459
